15,2
16,0
17,16465
18,2
19,0
20,16479
21,2
22,0
23,16493
24,2
25,0
26,16507
27,2
28,0
29,16521
30,2
31,0
32,16535
33,2
34,0
35,16549
36,2
37,0
38,16563
39,2
40,0
41,16578
42,2
43,0
44,16592
45,2
46,0
47,16607
48,2
49,0
50,16621
51,2
52,0
53,16636
54,2
55,0
56,16650
57,2
58,0
59,16665
60,2
61,0
62,16680
63,2
64,0
65,16695
